// 06/01/2023 16:44:34
// ReaderName=169.254.1.1, AntennaIDs=1,2,3,4, InventoryMode=SingleTarget, ModeIndex=1000, Population=32, PowerInDbm=30, Session=1
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency
2023-01-06T17:20:29.1641500+01:00;AD3830770CCDD0AD38300206;;1;-72;865,7;169.254.1.1;;
2023-01-06T17:20:29.1673150+01:00;AD3830770CCDD0AD3830029C;;1;-70;865,7;169.254.1.1;;
2023-01-06T17:20:29.1705420+01:00;AD3830770CCDD0AD38300350;;1;-70,5;865,7;169.254.1.1;;
2023-01-06T17:20:29.1732530+01:00;AD3830770CCDD0AD383001D6;;1;-65,5;865,7;169.254.1.1;;
2023-01-06T17:20:29.1758810+01:00;AD3830770CCDD0AD38300370;;1;-66,5;865,7;169.254.1.1;;
2023-01-06T17:20:29.1787940+01:00;AD3830770CCDD0AD383003BB;;1;-72;865,7;169.254.1.1;;
2023-01-06T17:20:29.1803300+01:00;AD3830770CCDD0AD383001D0;;1;-72,5;865,7;169.254.1.1;;
2023-01-06T17:20:29.1818550+01:00;AD3830770CCDD0AD383001E2;;1;-70;865,7;169.254.1.1;;
2023-01-06T17:20:29.1930730+01:00;AD3830770CCDD0AD38300204;;1;-74;865,7;169.254.1.1;;
2023-01-06T17:20:29.2015300+01:00;AD3830770CCDD0AD3830035B;;1;-73;865,7;169.254.1.1;;
2023-01-06T17:20:29.2087120+01:00;AD3830770CCDD0AD3830027B;;1;-74,5;865,7;169.254.1.1;;
2023-01-06T17:20:29.2260050+01:00;AD3830770CCDD0AD383002E6;;2;-70;865,7;169.254.1.1;;
2023-01-06T17:20:29.2280430+01:00;AD3830770CCDD0AD38300308;;2;-70;865,7;169.254.1.1;;
2023-01-06T17:20:29.2297950+01:00;AD3830770CCDD0AD383002FB;;2;-67,5;865,7;169.254.1.1;;
2023-01-06T17:20:29.2619360+01:00;AD3830770CCDD0AD38300288;;2;-74;865,7;169.254.1.1;;
2023-01-06T17:20:29.2718830+01:00;AD3830770CCDD0AD383003AC;;2;-73;865,7;169.254.1.1;;
2023-01-06T17:20:29.2813790+01:00;AD3830770CCDD0AD38300438;;2;-73,5;865,7;169.254.1.1;;
2023-01-06T17:20:29.2960800+01:00;AD3830770CCDD0AD383002A8;;3;-66;865,7;169.254.1.1;;
2023-01-06T17:20:29.2971300+01:00;AD3830770CCDD0AD3830034B;;3;-63,5;865,7;169.254.1.1;;
2023-01-06T17:20:29.3010610+01:00;AD3830770CCDD0AD383002EB;;3;-66,5;865,7;169.254.1.1;;
2023-01-06T17:20:29.3028070+01:00;AD3830770CCDD0AD383003A1;;3;-69;865,7;169.254.1.1;;
2023-01-06T17:20:29.3041660+01:00;AD3830770CCDD0AD383002E0;;3;-67;865,7;169.254.1.1;;
2023-01-06T17:20:29.3053220+01:00;AD3830770CCDD0AD3830021C;;3;-67;865,7;169.254.1.1;;
